"","X","lon_fit","lat_fit","ele_fit","dist","slope50m","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","surface_area","flux_umolpers","Totalflux_umolpers","DOC","TDN","Wetland","dist_ANTE","dist_GAVI","dist_COLM","dist_GAVItrib1","dist_GAVItrib2","dist_GAVItrib3","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective","lon","lat","Elevation","FlowAccu","Flowlen","Slope"
"47",4847,-78.2022148533641,-0.330476,4077.49899334326,837.467800990868,-0.0183258212721627,2021-06-18,"EOS1","new",0.505,1339.76307692308,1485.95788990062,7.817,7.67625,627.2534,21.0389983853824,10.6246941846181,218.405362317409,NA,NA,"Gavi-mainstem",NA,837.467800990868,NA,NA,NA,NA,0.61905099546422,0.0105873565445164,0.608463638919704,0.026391358331043,1.08204569157276e-05,0.000129845482988732,280.82625,0.0575076648554915,0.00102544761986134,0.0515039875311319,0.523584,10.1658924890722,1189.21788933849,14.3120091125415,NA,NA,NA,NA,NA,NA
"48",4972,-78.2023933118452,-0.330601,4075.51438553122,861.714400784445,-0.059390180808291,2021-06-18,"EOS1","new",0.45,1546.98615384615,1715.49378643446,7.816,7.5945,627.3824,8.7194599892343,3.92375699515544,222.329119312564,2.643,0.1286,"Gavi-mainstem",NA,861.714400784445,NA,NA,NA,NA,0.61917830856992,0.0105866349478705,0.608591673622049,0.0263970056285729,1.08227723077149e-05,0.000129873267692579,280.7445,0.0576509549855953,0.00118679826071762,0.0609327351960372,0.46656,7.65696794176314,1195.15387852545,10.8067005180051,NA,NA,NA,NA,NA,NA
"49",5093,-78.2025528591991,-0.330722,4073.78554503409,883.996154685314,-0.0794716988174219,2021-06-22,"EOS1","new",0.025,546.261538461538,605.598324058462,6.728,7.6175,627.5844,10.7623476839821,0.269058692099553,222.598178004663,NA,NA,"Gavi-mainstem",NA,883.996154685314,NA,NA,NA,NA,0.61937766707652,0.00982676867260962,0.60955089840391,0.0265413886360727,1.08819693407898e-05,0.000130583632089478,280.7675,0.0576105964468512,0.000418666567874657,0.0165966297567441,0.02592,1.5617628626961,1193.48042676303,2.20265823304287,NA,NA,NA,NA,NA,NA
"50",5235,-78.2027226234159,-0.330864,4071.9832255738,908.625903644886,-0.0751888738669168,2021-06-22,"EOS1","new",0.25,546.069230769231,605.539937877692,6.735,7.7205,627.3954,11.8500514869075,2.96251287172688,225.56069087639,NA,NA,"Gavi-mainstem",NA,908.625903644886,NA,NA,NA,NA,0.61919113857282,0.0098314993642531,0.609359639208567,0.0265323971276423,1.08782828223333e-05,0.000130539393868,280.8705,0.0574302874643223,0.000417315992441324,0.0164696624941066,0.2592,15.7380274242263,1186.01878478373,22.1268940531895,NA,NA,NA,NA,NA,NA
"51",5381,-78.2028858300362,-0.33101,4070.01845514274,933.00065512185,-0.0769464901305196,2021-06-22,"EOS1","new",1.315,525.76,583.125358144,6.739,7.90075,627.2604,9.01314280653599,11.8522827905948,237.412973666985,NA,NA,"Gavi-mainstem",NA,933.00065512185,NA,NA,NA,NA,0.61905790392732,0.00983420351916409,0.609223700408156,0.0265260990563327,1.08757006130964e-05,0.000130508407357157,281.05075,0.057116419374348,0.000399672390042835,0.0153736829155449,1.363392,88.6834994249439,1173.08816664858,124.003094660374,NA,NA,NA,NA,NA,NA
"52",5439,-78.202951423077,-0.331068,4068.71495874496,942.75032743049,-0.0875567097343474,2021-06-22,"EOS1","new",0.26,520.74,577.621679976,6.745,8.18675,627.1784,20.3476131185631,5.2903794108264,242.703353077812,NA,NA,"Gavi-mainstem",NA,942.75032743049,NA,NA,NA,NA,0.61897697621672,0.00983826098263491,0.609138715234085,0.0265218301819027,1.08739503745801e-05,0.000130487404494961,281.33675,0.0566227418468647,0.0003924782792452,0.014834641667217,0.269568,18.1715208258597,1152.9005755192,25.1890378479293,NA,NA,NA,NA,NA,NA
"53",5675,-78.2032645352134,-0.331305,4066.01562890138,986.543579579734,-0.070473283535225,2021-06-22,"EOS1","new",0.43,484.6728,537.64021848072,6.748,8.3405,627.1434,8.0585415455261,3.46517286457622,246.168525942388,NA,NA,"Gavi-mainstem",NA,986.543579579734,NA,NA,NA,NA,0.61894243390122,0.00984029026849232,0.609102143632728,0.0265199536095976,1.0873180979935e-05,0.00013047817175922,281.4905,0.0563595238040405,0.000363613760297684,0.0131394107518026,0.445824,33.9302886880859,1142.21317833735,46.8150522936024,NA,NA,NA,NA,NA,NA
"54",5681,-78.2032739596144,-0.331311,4065.99212535469,987.788687916084,-0.067323210241661,2021-06-22,"EOS1","new",0.17,511.761666666667,567.722497859667,6.751,8.4675,627.1004,13.3263298513787,2.26547607473438,248.434002017122,3.698,0.128,"Gavi-mainstem",NA,987.788687916084,NA,NA,NA,NA,0.61889999619932,0.0098423199238414,0.609057676275479,0.0265177333045773,1.08722706548767e-05,0.00013046724785852,281.6175,0.0561432398792382,0.000382485364586107,0.0141491135813507,0.176256,12.4570347807735,1133.47149722944,17.1216002736189,NA,NA,NA,NA,NA,NA
"55",5858,-78.203596332036,-0.331489,4062.5905271648,1028.84574266262,-0.0714146025274187,2021-06-22,"EOS1","new",0.75,420.769230769231,466.825536769231,6.756,8.67725,627.0284,36.9849514836081,27.7387136127061,276.172715629828,NA,NA,"Gavi-mainstem",NA,1028.84574266262,NA,NA,NA,NA,0.61882893772172,0.00984570350400594,0.608983234217714,0.0265140185432724,1.08707476027417e-05,0.0001304489712329,281.82725,0.0557882700022892,0.000312520669070946,0.0101574650387641,0.7776,76.554533737742,1119.20345216535,104.556204873579,NA,NA,NA,NA,NA,NA
"56",5946,-78.2037821124498,-0.331577,4055.6150428165,1051.74360687464,-0.202660933624243,2021-06-22,"EOS1","new",0.025,428.596923076923,475.475311574154,6.76,8.6585,627.0824,12.5829504000001,0.314573760000002,276.487289389828,3.747,0.1204,"Gavi-mainstem",NA,1051.74360687464,NA,NA,NA,NA,0.61888223157992,0.00984841110741609,0.609033820472504,0.0265158420515253,1.08714952411254e-05,0.000130457942893504,281.8085,0.055819888510653,0.000318491746579647,0.0104960259579945,0.02592,2.46950608770718,1120.4703564665,3.37469603706157,NA,NA,NA,NA,NA,NA
"57",5974,-78.2038431329403,-0.331605,4053.85749041201,1059.2187417169,-0.232784334268227,2021-06-22,"EOS1","new",-0.035,400.201,443.9843500834,6.759,8.755,627.0644,0,0,276.487289389828,NA,NA,"Gavi-mainstem",NA,1059.2187417169,NA,NA,NA,NA,0.61886446696052,0.00984773414494848,0.609016732815571,0.0265151928243266,1.08712290579739e-05,0.000130454748695687,281.905,0.0556573943498078,0.000296532144692819,0.00924343512160158,-0.036288,-3.92581324178889,1113.96783888359,-5.34921848457666,NA,NA,NA,NA,NA,NA
"58",28950,-78.1995077159309,-0.34009041087091,3948.60597501901,1.46350413188725,-0.0282626953055582,2021-07-09,"EOS2","old",-0.665,468.692307692308,701.356737021668,6.932,7.28,626.0484,19.4838538341244,-12.9567627996927,-12.9567627996927,2.753,0.1637,"COLM",NA,NA,1.46350413188725,NA,NA,NA,0.61786175288772,0.00996546166249683,0.607896291225223,0.0264500636914954,1.08445261135131e-05,0.000130134313362157,280.43,0.0582063298071362,0.000489880818570481,0.0209395237291203,-0.689472,-32.9268234043529,1218.30434817536,-46.9193628986418,NA,NA,NA,NA,NA,NA
"59",45102,-78.1995791741571,-0.34052041087091,3946.81042782927,51.0266678562325,-0.0367749761930333,2021-07-09,"EOS1",NA,0.175,NA,NA,NA,NA,NA,25.3252787696742,4.43192378469298,-8.52483901499975,2.824,0.1087,"COLM",NA,NA,51.0266678562325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18144,NA,NA,NA,-78.19953415,-0.340357331,3973,7021,2107.6257324,4
"60",73102,-78.1993468341027,-0.34080041087091,3944.61560077355,94.1568105431368,-0.050678935417834,2021-07-09,"EOS2","old",0.16,591,883.898380067138,6.927,7.179,626.2844,30.4345254925975,4.86952407881561,-3.65531493618414,NA,NA,"COLM",NA,NA,94.1568105431368,NA,NA,NA,0.61809466678652,0.0099620417778336,0.608132625008686,0.0264608191435576,1.08489358488586e-05,0.000130187230186303,280.329,0.0583860844312034,0.000619288385366446,0.0285567013417469,0.165888,5.80907430500347,1225.84565139997,8.30327079548796,NA,NA,NA,NA,NA,NA
"61",109102,-78.199079178923,-0.34116041087091,3940.95222538401,145.25273142557,-0.0724801955045694,2021-07-09,"EOS1",NA,1.25,NA,NA,NA,NA,NA,38.3500927782036,47.9376159727545,44.2823010365703,NA,NA,"COLM",NA,NA,145.25273142557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,NA,NA,NA,-78.19908512,-0.341147887,3967,9174,2215.8366699,6.3245554
"62",138102,-78.1987828311388,-0.34145041087091,3936.66545076283,193.670567008241,-0.0877517199610122,2021-07-09,"EOS2","old",0.075,509.461538461538,761.821645090177,6.925,7.129,626.2944,16.0422588975846,1.20316941731884,45.4854704538892,NA,NA,"COLM",NA,NA,193.670567008241,NA,NA,NA,0.61810453601952,0.0099606741140558,0.608143861905464,0.0264614970375639,1.08492137854012e-05,0.000130190565424815,280.279,0.058475325281534,0.000534573222037938,0.0236464073836632,0.07776,3.28844880062933,1229.59830299099,4.70757325543632,NA,NA,NA,NA,NA,NA
"63",147102,-78.1986822172428,-0.34154041087091,3935.45021630536,208.108688941974,-0.088883054446687,2021-07-07,"EOS2","old",2.47,561,840.945728781207,6.872,7.832,626.0604,10.3877252534246,25.6576813759589,71.1431518298481,1.505,0.06122,"COLM",NA,NA,208.108688941974,NA,NA,NA,0.61787359596732,0.00992449136152061,0.607949104605799,0.0264580295626546,1.08477921206884e-05,0.000130173505448261,280.982,0.0572358829351475,0.000577587255448002,0.0256081210185605,2.560896,100.003276231938,1178.00105607271,140.123650480019,NA,NA,NA,NA,NA,NA
"64",171102,-78.1987979132048,-0.34178041087091,3933.00397120094,240.244057452566,-0.078237059523481,2021-07-09,"EOS1",NA,0.505,NA,NA,NA,NA,NA,13.0606359128551,6.59562113599185,77.7387729658399,NA,NA,"COLM",NA,NA,240.244057452566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523584,NA,NA,NA,-78.19874832,-0.341825521,3956,9382,2306.369873,18.8679619
"65",187102,-78.1987995376998,-0.34194041087091,3931.93607595681,259.5516660086,-0.0666916876787459,2021-07-07,"EOS1","new",1.73,654.826153846154,727.452529673538,6.872,7.832,626.0604,12.098254097674,20.929979588976,98.6687525548159,1.569,0.08167,"COLM",NA,NA,259.5516660086,NA,NA,NA,0.61787359596732,0.00992449136152061,0.607949104605799,0.0264580295626546,1.08477921206884e-05,0.000130173505448261,280.982,0.0572358829351475,0.000499636653951259,0.0211465495165686,1.793664,84.82064644138,1178.00105607271,118.849892356281,NA,NA,NA,NA,NA,NA
"66",207102,-78.1986044680827,-0.34214041087091,3930.63761268409,290.942332960156,-0.0456912084551011,2021-07-07,"EOS2","old",0.625,674.461538461538,1011.3115502856,6.872,7.882,625.9294,35.0424431155469,21.9015269472168,120.570279502033,NA,NA,"COLM",NA,NA,290.942332960156,NA,NA,NA,0.61774430901502,0.00992449136152061,0.607819817653499,0.0264524029765143,1.08454852203709e-05,0.00013014582264445,281.032,0.0571489698011043,0.000693544958961357,0.0321976802273432,0.648,20.1256735089163,1174.42572345256,28.1570774444412,NA,NA,NA,NA,NA,NA
"67",254102,-78.1978438712071,-0.34262041087091,3929.16017158518,391.522542658754,-0.000882554747457096,2021-07-07,"EOS2","old",2.45,848.538461538462,1273.36910302487,6.873,8.0325,625.5694,109.215217127729,267.577281962935,388.147561464968,NA,NA,"COLM",NA,NA,391.522542658754,NA,NA,NA,0.61738901662702,0.00992517297962419,0.607463843647396,0.0264368165284895,1.08390947766807e-05,0.000130069137320168,281.1825,0.0568883425035549,0.00086927829199588,0.0420523835729552,2.54016,60.4046616190773,1163.73855023394,84.1245087487801,NA,NA,NA,NA,NA,NA
"68",288102,-78.1977336821962,-0.34297041087091,3928.95128728179,432.840386283415,-0.00450909496962992,2021-07-07,"EOS1","new",0.485,949.450769230769,1055.13688776108,6.872,7.983,625.7914,45.7876622526808,22.2070161925502,410.354577657518,NA,NA,"COLM",NA,NA,432.840386283415,NA,NA,NA,0.61760811359962,0.00992449136152061,0.607683622238099,0.0264464757330993,1.08430550505707e-05,0.000130116660606848,281.133,0.0569739015601367,0.000721383182109225,0.0336867605918808,0.502848,14.9271699375332,1167.24127551779,20.8200692699532,NA,NA,NA,NA,NA,NA
"69",33212,-78.1979154530342,-0.34341041087091,3927.77923489383,488.855789406069,-0.0232296511211308,2021-07-07,"EOS2","old",2.31,833.153846153846,1250.42305593857,6.875,8.082,625.6154,23.9063996155101,55.2237831118284,465.578360769346,NA,NA,"COLM",NA,NA,488.855789406069,NA,NA,NA,0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.00085233249962224,0.0410262010594527,2.395008,58.3775230986973,1160.24786543595,81.1793235681147,NA,NA,NA,NA,NA,NA
"70",35712,-78.1980775103198,-0.34366041087091,3926.42747953286,522.112778839721,-0.0380677207973625,2021-07-07,"EOS1","new",2.105,917.372307692308,1019.78490826892,6.877,8.182,625.5754,22.6678716626711,47.7158698499227,513.294230619269,NA,NA,"COLM",NA,NA,522.112778839721,NA,NA,NA,0.61739493816682,0.00992789986528684,0.607467038301533,0.0264365779254063,1.08389969494166e-05,0.000130067963392999,281.332,0.0566308979258602,0.000693016020558119,0.0318802539628792,2.182464,68.4581748483316,1153.23258604605,94.9091630961144,NA,NA,NA,NA,NA,NA
"71",38012,-78.1982653570514,-0.34389041087091,3925.45588330559,555.058120185901,-0.0327029731500917,2021-07-07,"EOS2","old",1.95,811.615384615385,1218.52867469684,6.877,8.182,625.5754,23.8244139218666,46.4576071476399,559.751837766909,NA,NA,"COLM",NA,NA,555.058120185901,NA,NA,NA,0.61739493816682,0.00992789986528684,0.607467038301533,0.0264365779254063,1.08389969494166e-05,0.000130067963392999,281.332,0.0566308979258602,0.000828076475957885,0.0395288488264436,2.02176,51.146442662087,1153.23258604605,70.9084938235157,NA,NA,NA,NA,NA,NA
"72",40112,-78.1982196835843,-0.34410041087091,3924.6515752037,580.532571592312,-0.0304808250289517,2021-07-07,"EOS1","new",1.185,1181.89076923077,1313.90784996477,6.879,8.232,625.5334,30.8496775315062,36.5568678748348,596.308705641744,NA,NA,"COLM",NA,NA,580.532571592312,NA,NA,NA,0.61735348738822,0.00992926355609722,0.607424223832123,0.0264345258671782,1.08381556055431e-05,0.000130057867266517,281.382,0.0565451171204341,0.000891540879140588,0.0430581460916402,1.228608,28.5336948178207,1149.7432502907,39.4987017211209,NA,NA,NA,NA,NA,NA
"73",42312,-78.1981862154774,-0.34432041087091,3923.85608778221,607.802424799954,-0.0297637677591639,2021-07-07,"EOS2","old",1.23,892.384615384615,1340.15226879564,6.881,8.282,625.6254,12.7140090096734,15.6382310818982,611.946936723642,NA,NA,"COLM",NA,NA,607.802424799954,NA,NA,NA,0.61744428433182,0.00993062741224988,0.60751365691957,0.0264382290853488,1.0839673924993e-05,0.000130076087099916,281.432,0.056459496661095,0.000907971870545116,0.0439196043881042,1.275264,29.0363271201371,1146.26607584175,40.133660728867,NA,NA,NA,NA,NA,NA
"74",44712,-78.1985227582809,-0.34456041087091,3922.70734806688,654.371105159143,-0.0248639575662742,2021-07-07,"EOS2","old",4.315,877.769230769231,1318.54717449033,6.882,8.382,625.6834,86.9727677891364,375.287493010123,987.234429733765,NA,NA,"COLM",NA,NA,654.371105159143,NA,NA,NA,0.61750152588322,0.009931309402335,0.607570216480885,0.0264405960659645,1.08406443870455e-05,0.000130087732644546,281.532,0.0562887353769817,0.000890632235843437,0.0428100882829804,4.473792,104.503218270134,1139.34808690304,144.006552538168,NA,NA,NA,NA,NA,NA
"75",51412,-78.1995495503993,-0.34523041087091,3911.81939507231,795.216719344228,-0.105123239044718,2021-07-07,"EOS2","old",0.33,828.538461538462,1245.17563000815,6.893,8.531,625.6874,120.903684666446,39.898215939927,1027.13264567369,NA,NA,"COLM",NA,NA,795.216719344228,NA,NA,NA,0.61750547357642,0.00993881402231834,0.607566659554102,0.0264394027014178,1.08401551075813e-05,0.000130081861290975,281.681,0.0560354822238205,0.000837288202570275,0.0396286483653293,0.342144,8.63375396621748,1129.12975773648,11.8439337627795,NA,NA,NA,NA,NA,NA
"76",56012,-78.1997381572102,-0.34569041087091,3906.47646614813,853.825304361448,-0.0953453610159618,2021-07-07,"EOS1","new",0,678.692307692308,754.371235184024,6.89069230769231,8.50792307692308,625.662015384615,63.6480735086108,0,1027.13264567369,1.642,0.07594,"COLM",NA,NA,853.825304361448,NA,NA,NA,0.617480420908035,0.00993723921173256,0.607543181696302,0.0264385988854843,1.08398255430486e-05,0.000130077906516583,281.657923076923,0.0560746135284972,0.000507612905639511,0.0211701291692997,0,0,1130.70537814646,0,NA,NA,NA,NA,NA,NA
"77",57812,-78.1998657343355,-0.34587041087091,3903.0982919501,878.368140777201,-0.119903463799844,2021-07-07,"EOS1","new",0.785,687.444615384615,764.108370147846,6.897,8.581,625.6534,45.1177066790567,35.4173997430595,1062.55004541675,NA,NA,"COLM",NA,NA,878.368140777201,NA,NA,NA,0.61747191818422,0.00994154421585987,0.60753037396836,0.0264374460462904,1.08393528789791e-05,0.000130072234547749,281.731,0.0559508133358863,0.000513029817438366,0.0214267882358751,0.813888,37.984600913603,1125.7246611323,52.0293059669293,NA,NA,NA,NA,NA,NA
"78",60512,-78.1999373692874,-0.34614041087091,3899.73530850305,909.643278431956,-0.116939886029283,2021-07-07,"EOS1","new",1.81,737.144615384615,819.375234950154,6.899,8.68,625.6314,26.0528398708607,47.1556401662578,1109.70568558301,1.507,0.0712,"COLM",NA,NA,909.643278431956,NA,NA,NA,0.61745020587162,0.00994290956086788,0.607507296310752,0.0264362529943936,1.08388637277014e-05,0.000130066364732417,281.83,0.0557836344809739,0.000548492743310658,0.0233413441598063,1.876608,80.3984546541889,1119.01778011776,109.797024167875,NA,NA,NA,NA,NA,NA
"79",62512,-78.1999652291954,-0.34635041087091,3899.00286672118,933.226875375801,-0.0650278768735329,2021-07-07,"EOS2","old",0.135,556.384615384615,836.604694635825,6.899,8.68,625.6314,76.3895561309202,10.3125900776742,1120.01827566068,NA,NA,"COLM",NA,NA,933.226875375801,NA,NA,NA,0.61745020587162,0.00994290956086788,0.607507296310752,0.0264362529943936,1.08388637277014e-05,0.000130066364732417,281.83,0.0557836344809739,0.00056002620588758,0.0239847226204973,0.139968,5.83571476788245,1119.01778011776,7.96960735330041,NA,NA,NA,NA,NA,NA
"80",64212,-78.199944668192,-0.34652041087091,3899.00299919636,952.534841039885,-0.0264622396024587,2021-07-07,"EOS2","old",0.08,894.692307692308,1345.38800345177,6.903,8.7295,625.7264,64.6333409712752,5.17066727770201,1125.18894293839,1.719,0.0869,"COLM",NA,NA,952.534841039885,NA,NA,NA,0.61754396358512,0.00994564074744441,0.607598322837676,0.0264398364537068,1.08403329460198e-05,0.000130083995352237,281.8795,0.0557002763734518,0.000899261803461481,0.0428434164920107,0.082944,1.93598005928092,1115.68182537274,2.63994837231216,NA,NA,NA,NA,NA,NA
"81",64412,-78.19993670115,-0.34654041087091,3899.00301570559,954.954715109171,-0.0220972181828948,2021-07-07,"EOS2","old",0.44,837,1257.75926033966,6.888,8.481,625.6324,200.037117716566,88.016331795289,1213.20527473367,NA,NA,"COLM",NA,NA,954.954715109171,NA,NA,NA,0.61745119279492,0.00993540221110349,0.607515790583816,0.0264376610713699,1.08394410392616e-05,0.00013007329247114,281.631,0.0561203093709866,0.00084703006565382,0.0402358359166363,0.456192,11.3379525889601,1132.54683032685,15.5771175013016,NA,NA,NA,NA,NA,NA
"82",68212,-78.1997508650193,-0.34692041087091,3899.00334215834,1002.25537570174,6.89824424779364e-06,2021-07-06,"EOS1","new",0.22,765.329404761905,849.223247919944,6.84792857142857,6.978,626.921364285714,121.647087657397,26.7623592846273,1239.9676340183,NA,NA,"COLM",NA,NA,1002.25537570174,NA,NA,NA,0.618723301681359,0.00990809630361331,0.608815205377746,0.026498000226557,1.08641800928884e-05,0.000130370161114661,280.128,0.0587458559063985,0.000598660158656025,0.0275100967179727,0.228096,8.29135580068614,1241.0094088503,11.9244254833047,NA,NA,NA,NA,NA,NA
"83",71212,-78.1997358016662,-0.34723041087091,3898.86360731365,1036.83904889569,-0.00314947152644141,2021-07-06,"EOS2","old",1.485,738.846153846154,1103.59784720092,6.847,6.978,626.9664,30.0587709447977,44.6372748530246,1284.60490887133,NA,NA,"COLM",NA,NA,1036.83904889569,NA,NA,NA,0.61876774847712,0.00990746433251349,0.608860284144606,0.026500050112887,1.08650205462837e-05,0.000130380246555404,280.128,0.0587458559063985,0.000777981601323322,0.0380438958719846,1.539648,40.4703031776983,1241.0094088503,58.2034019682614,NA,NA,NA,NA,NA,NA
"84",74212,-78.1997644462745,-0.34753041087091,3898.48178538126,1070.93582289108,-0.0102044507241129,2021-07-06,"EOS1","new",1.005,830.364615384615,921.452209197385,6.849,6.978,626.8694,35.8610923397744,36.0403978014732,1320.6453066728,NA,NA,"COLM",NA,NA,1070.93582289108,NA,NA,NA,0.61867201691702,0.00990882554525286,0.608763191371767,0.0264956349880697,1.08632103451086e-05,0.000130358524141303,280.128,0.0587458559063985,0.000649577984473706,0.0305019916004854,1.041984,34.1611791665243,1241.0094088503,49.1297738494504,NA,NA,NA,NA,NA,NA
"85",78112,-78.199672732881,-0.34792041087091,3897.820983111,1117.91862956454,-0.0139635325093081,2021-07-06,"EOS2","old",2.15,660.615384615385,987.154272881421,6.852,7.079,626.8684,56.6518264168794,121.801426796291,1442.44673346909,NA,NA,"COLM",NA,NA,1117.91862956454,NA,NA,NA,0.61867102999372,0.00991086767390051,0.608760162319819,0.026495219274116,1.08630399023876e-05,0.000130356478828651,280.229,0.0585647344517529,0.000693749134250563,0.0329949412568522,2.22912,67.5594474512686,1233.36379952781,96.8625866493817,NA,NA,NA,NA,NA,NA
"86",82012,-78.1995669193551,-0.34831041087091,3897.52372299338,1164.4141288208,-0.00661756872065936,2021-07-06,"EOS1","new",1.06,882.292307692308,979.244233132308,6.853,7.129,626.7424,51.2845998923386,54.3616758858789,1496.80840935497,NA,NA,"COLM",NA,NA,1164.4141288208,NA,NA,NA,0.61854667765792,0.00991154846600196,0.608635129191918,0.0264896828209977,1.08607699566091e-05,0.000130329239479309,280.279,0.058475325281534,0.000687139500749737,0.0325596611478842,1.099008,33.7536682279452,1229.59830299099,48.3200060138798,NA,NA,NA,NA,NA,NA
"87",86712,-78.1993404955148,-0.34878041087091,3896.44491940012,1223.97134522502,-0.0207006649453189,2021-07-06,"EOS1",NA,2.675,NA,NA,NA,NA,NA,45.7361777833958,122.344275570584,1619.15268492555,NA,NA,"COLM",NA,NA,1223.97134522502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",87512,-78.199267904201,-0.34886041087091,3895.98973831511,1236.19450148373,-0.0275513281031081,2021-07-06,"EOS2","old",1.345,684.076923076923,1022.63297484683,6.855,7.179,626.7694,23.4182937816914,31.4976051363749,1650.65029006193,NA,NA,"COLM",NA,NA,1236.19450148373,NA,NA,NA,0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000716490422538476,0.0342233945520958,1.394496,40.7468638997005,1225.84565139997,58.2420239890362,NA,NA,NA,NA,NA,NA
"89",110003,-78.201527025092,-0.328625413073492,4101.0863255388,0,NA,2021-06-29,"EOS1","new",1.675,10000,11095.729,7.22,8.6375,626.9514,NA,NA,NA,NA,NA,"GAVItrib1",NA,NA,NA,0,NA,NA,0.61875294462762,0.0101642044701372,0.608588740157483,0.0264529918838997,1.08457266723989e-05,0.000130148720068787,281.7875,0.0558553275152574,0.00743706692778647,0.408130309619269,1.73664,4.25511156380435,1121.89127555914,5.81849561567361,NA,NA,NA,NA,NA,NA
"90",28955,-78.201527025092,-0.328625413073492,4101.0863255388,0,NA,2021-06-29,"EOS1","new",1.26,4793.08923076923,5319.16624270646,7.224,8.6925,626.8284,NA,NA,NA,NA,NA,"GAVItrib1",NA,NA,NA,0,NA,NA,0.61863155306172,0.0101669892380341,0.608464563823686,0.026447217101549,1.08433590116351e-05,0.000130120308139621,281.8425,0.055762569923112,0.00355932455449891,0.191221241568243,1.306368,6.83170964316632,1118.17426925188,9.326281544852,NA,NA,NA,NA,NA,NA
"91",204712,-78.2015975945176,-0.328829913073492,4098.72449656352,25.57649901668,-0.0923437165399035,2021-06-29,"EOS1","new",3.005,10000,11098.654,7.232,8.75275,626.7564,NA,NA,NA,NA,NA,"GAVItrib1",NA,NA,NA,25.57649901668,NA,NA,0.61856049458412,0.0101725607939531,0.608387933790167,0.026443131828509,1.08416840496887e-05,0.000130100208596264,281.90275,0.0556611764174719,0.00741316965948576,0.405384213566661,3.115584,7.68550894616344,1114.11894907939,10.4727994647507,NA,NA,NA,NA,NA,NA
"92",35414,-78.2015819231551,-0.328979313073492,4094.14759949726,42.334145325223,-0.163903770543447,2021-06-29,"EOS1","new",0.205,7189.78923076923,7979.26691316954,7.239,8.90575,626.7964,NA,NA,NA,4.961,0.1887,"GAVItrib1",NA,NA,NA,42.334145325223,NA,NA,0.61859997151612,0.0101774381156201,0.6084225334005,0.0264439754763092,1.08420299452868e-05,0.000130104359343441,282.05575,0.0554047171780548,0.00530506831934842,0.286717414610702,0.212544,0.741301327261851,1103.89791842433,1.0055035534184,NA,NA,NA,NA,NA,NA
"93",48171,-78.2016297830115,-0.329106913073492,4091.65597353674,57.7978224131273,-0.171374414500263,2021-06-29,"EOS1","new",1.15,10096.7909090909,11206.3817847618,7.244,8.972,626.7364,NA,NA,NA,NA,NA,"GAVItrib1",NA,NA,NA,57.7978224131273,NA,NA,0.61854075611812,0.0101809231802406,0.608359832937879,0.0264407788133712,1.08407193134822e-05,0.000130088631761786,282.122,0.0552941215046534,0.00743576443240984,0.403960925394639,1.19232,2.95157260280853,1099.5063136421,3.99555128137664,NA,NA,NA,NA,NA,NA
"94",58461,-78.2017310142527,-0.329209813073492,4088.24406092298,73.894286251188,-0.214118624706755,2021-06-29,"EOS1","new",0.345,3144.36,3489.783353364,7.249,8.95075,626.7634,NA,NA,NA,4.558,0.1381,"GAVItrib1",NA,NA,NA,73.894286251188,NA,NA,0.61856740304722,0.0101844092980286,0.608382993749191,0.0264413139349839,1.08409387133434e-05,0.000130091264560121,282.10075,0.0553295658615851,0.0023170583747114,0.121003940758236,0.357696,2.95606901526184,1100.91270000114,4.00419653028543,NA,NA,NA,NA,NA,NA
"95",6922,-78.2018491849747,-0.329317413073492,4082.05860801246,91.6882921046314,-0.243600852286006,2021-06-23,"EOS1","old",0.93,1264.25,1895.81147205469,6.751,8.46625,627.7894,NA,NA,NA,NA,NA,"GAVItrib1",NA,NA,NA,91.6882921046314,NA,NA,0.61957998635302,0.0098423199238414,0.609737666429178,0.026547339363655,1.08844091390986e-05,0.000130612909669183,281.61625,0.0561453636595473,0.00127729229434143,0.0643807310533291,0.964224,14.9769035583224,1133.55715883248,20.5858175825085,NA,NA,NA,NA,NA,NA
